------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:24:31 (uptime: 0d, 00h 00m 38s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow.icmpv6                                   | Total                     | 10
tcp.sessions                                  | Total                     | 330
tcp.syn                                       | Total                     | 336
tcp.synack                                    | Total                     | 329
tcp.rst                                       | Total                     | 176
tcp.stream_depth_reached                      | Total                     | 14
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 7
detect.alert                                  | Total                     | 188
app_layer.flow.http                           | Total                     | 100
app_layer.tx.http                             | Total                     | 156
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 197
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 131
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 13
app_layer.tx.dhcp                             | Total                     | 124
app_layer.flow.dns_udp                        | Total                     | 1226
app_layer.tx.dns_udp                          | Total                     | 2030
app_layer.flow.failed_udp                     | Total                     | 279
flow_mgr.closed_pruned                        | Total                     | 162
flow_mgr.new_pruned                           | Total                     | 536
flow_mgr.est_pruned                           | Total                     | 494
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 23
flow_mgr.flows_notimeout                      | Total                     | 23
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65513
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573560
tcp.reassembly_memuse                         | Total                     | 6047124
http.memuse                                   | Total                     | 1149358
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7693736
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:26:55 (uptime: 0d, 00h 03m 02s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 284800
decoder.bytes                                 | Total                     | 292358961
decoder.ipv4                                  | Total                     | 283903
decoder.ipv6                                  | Total                     | 368
decoder.ethernet                              | Total                     | 284800
decoder.tcp                                   | Total                     | 204091
decoder.udp                                   | Total                     | 79853
decoder.icmpv4                                | Total                     | 232
decoder.icmpv6                                | Total                     | 95
decoder.avg_pkt_size                          | Total                     | 1026
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 384
flow.udp                                      | Total                     | 1710
flow.icmpv6                                   | Total                     | 10
tcp.sessions                                  | Total                     | 374
tcp.syn                                       | Total                     | 380
tcp.synack                                    | Total                     | 373
tcp.rst                                       | Total                     | 203
tcp.stream_depth_reached                      | Total                     | 15
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 7
detect.alert                                  | Total                     | 196
app_layer.flow.http                           | Total                     | 121
app_layer.tx.http                             | Total                     | 193
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 222
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 135
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 14
app_layer.tx.dhcp                             | Total                     | 130
app_layer.flow.dns_udp                        | Total                     | 1384
app_layer.tx.dns_udp                          | Total                     | 2490
app_layer.flow.failed_udp                     | Total                     | 299
flow_mgr.closed_pruned                        | Total                     | 211
flow_mgr.new_pruned                           | Total                     | 717
flow_mgr.est_pruned                           | Total                     | 611
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 114
flow_mgr.flows_notimeout                      | Total                     | 21
flow_mgr.flows_timeout                        | Total                     | 93
flow_mgr.flows_timeout_inuse                  | Total                     | 86
flow_mgr.flows_removed                        | Total                     | 7
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65400
flow_mgr.rows_empty                           | Total                     | 23
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 573520
tcp.reassembly_memuse                         | Total                     | 7488220
http.memuse                                   | Total                     | 1215662
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7662248
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:03 (uptime: 0d, 00h 03m 10s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 289344
decoder.bytes                                 | Total                     | 296640659
decoder.ipv4                                  | Total                     | 288447
decoder.ipv6                                  | Total                     | 368
decoder.ethernet                              | Total                     | 289344
decoder.tcp                                   | Total                     | 204284
decoder.udp                                   | Total                     | 84204
decoder.icmpv4                                | Total                     | 232
decoder.icmpv6                                | Total                     | 95
decoder.avg_pkt_size                          | Total                     | 1025
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 414
flow.udp                                      | Total                     | 1779
flow.icmpv6                                   | Total                     | 11
tcp.sessions                                  | Total                     | 404
tcp.syn                                       | Total                     | 410
tcp.synack                                    | Total                     | 403
tcp.rst                                       | Total                     | 223
tcp.stream_depth_reached                      | Total                     | 15
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 8
detect.alert                                  | Total                     | 200
app_layer.flow.http                           | Total                     | 123
app_layer.tx.http                             | Total                     | 203
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 249
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 141
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 15
app_layer.tx.dhcp                             | Total                     | 132
app_layer.flow.dns_udp                        | Total                     | 1434
app_layer.tx.dns_udp                          | Total                     | 2578
app_layer.flow.failed_udp                     | Total                     | 317
flow_mgr.closed_pruned                        | Total                     | 212
flow_mgr.new_pruned                           | Total                     | 737
flow_mgr.est_pruned                           | Total                     | 628
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 108
flow_mgr.flows_notimeout                      | Total                     | 6
flow_mgr.flows_timeout                        | Total                     | 102
flow_mgr.flows_timeout_inuse                  | Total                     | 99
flow_mgr.flows_removed                        | Total                     | 3
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65429
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 573480
tcp.reassembly_memuse                         | Total                     | 8531868
http.memuse                                   | Total                     | 1193478
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7679960
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:11 (uptime: 0d, 00h 03m 18s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 290176
decoder.bytes                                 | Total                     | 297411731
decoder.ipv4                                  | Total                     | 289277
decoder.ipv6                                  | Total                     | 370
decoder.ethernet                              | Total                     | 290176
decoder.tcp                                   | Total                     | 204293
decoder.udp                                   | Total                     | 85027
decoder.icmpv4                                | Total                     | 232
decoder.icmpv6                                | Total                     | 95
decoder.avg_pkt_size                          | Total                     | 1024
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 422
flow.udp                                      | Total                     | 1780
flow.icmpv6                                   | Total                     | 11
tcp.sessions                                  | Total                     | 412
tcp.syn                                       | Total                     | 418
tcp.synack                                    | Total                     | 411
tcp.rst                                       | Total                     | 234
tcp.stream_depth_reached                      | Total                     | 15
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 8
detect.alert                                  | Total                     | 202
app_layer.flow.http                           | Total                     | 123
app_layer.tx.http                             | Total                     | 203
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 257
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 141
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 15
app_layer.tx.dhcp                             | Total                     | 132
app_layer.flow.dns_udp                        | Total                     | 1435
app_layer.tx.dns_udp                          | Total                     | 2579
app_layer.flow.failed_udp                     | Total                     | 317
flow_mgr.closed_pruned                        | Total                     | 215
flow_mgr.new_pruned                           | Total                     | 739
flow_mgr.est_pruned                           | Total                     | 628
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 101
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.flows_timeout                        | Total                     | 100
flow_mgr.flows_timeout_inuse                  | Total                     | 100
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65436
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 573480
tcp.reassembly_memuse                         | Total                     | 9326252
http.memuse                                   | Total                     | 1193190
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7681272
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:19 (uptime: 0d, 00h 03m 26s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 291776
decoder.bytes                                 | Total                     | 298925465
decoder.ipv4                                  | Total                     | 290877
decoder.ipv6                                  | Total                     | 370
decoder.ethernet                              | Total                     | 291776
decoder.tcp                                   | Total                     | 204294
decoder.udp                                   | Total                     | 86622
decoder.icmpv4                                | Total                     | 236
decoder.icmpv6                                | Total                     | 95
decoder.avg_pkt_size                          | Total                     | 1024
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 443
flow.udp                                      | Total                     | 1795
flow.icmpv6                                   | Total                     | 11
tcp.sessions                                  | Total                     | 433
tcp.syn                                       | Total                     | 439
tcp.synack                                    | Total                     | 432
tcp.rst                                       | Total                     | 259
tcp.stream_depth_reached                      | Total                     | 15
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 8
detect.alert                                  | Total                     | 202
app_layer.flow.http                           | Total                     | 124
app_layer.tx.http                             | Total                     | 207
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 276
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 141
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 15
app_layer.tx.dhcp                             | Total                     | 132
app_layer.flow.dns_udp                        | Total                     | 1449
app_layer.tx.dns_udp                          | Total                     | 2606
app_layer.flow.failed_udp                     | Total                     | 318
flow_mgr.closed_pruned                        | Total                     | 216
flow_mgr.new_pruned                           | Total                     | 741
flow_mgr.est_pruned                           | Total                     | 632
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 108
flow_mgr.flows_notimeout                      | Total                     | 7
flow_mgr.flows_timeout                        | Total                     | 101
flow_mgr.flows_timeout_inuse                  | Total                     | 101
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65429
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 573520
tcp.reassembly_memuse                         | Total                     | 10008268
http.memuse                                   | Total                     | 1116784
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7692096
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:27 (uptime: 0d, 00h 03m 34s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 331200
decoder.bytes                                 | Total                     | 336369959
decoder.ipv4                                  | Total                     | 330283
decoder.ipv6                                  | Total                     | 386
decoder.ethernet                              | Total                     | 331200
decoder.tcp                                   | Total                     | 207318
decoder.udp                                   | Total                     | 123019
decoder.icmpv4                                | Total                     | 237
decoder.icmpv6                                | Total                     | 95
decoder.avg_pkt_size                          | Total                     | 1015
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 502
flow.udp                                      | Total                     | 1972
flow.icmpv6                                   | Total                     | 12
tcp.sessions                                  | Total                     | 491
tcp.syn                                       | Total                     | 547
tcp.synack                                    | Total                     | 471
tcp.rst                                       | Total                     | 309
tcp.stream_depth_reached                      | Total                     | 17
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 8
detect.alert                                  | Total                     | 210
app_layer.flow.http                           | Total                     | 134
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 300
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 143
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 16
app_layer.tx.dhcp                             | Total                     | 142
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 1482
app_layer.tx.dns_udp                          | Total                     | 2671
app_layer.flow.failed_udp                     | Total                     | 461
flow_mgr.closed_pruned                        | Total                     | 219
flow_mgr.new_pruned                           | Total                     | 798
flow_mgr.est_pruned                           | Total                     | 667
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 142
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.flows_timeout                        | Total                     | 141
flow_mgr.flows_timeout_inuse                  | Total                     | 141
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65395
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 573480
tcp.reassembly_memuse                         | Total                     | 10388376
http.memuse                                   | Total                     | 1084294
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7738672
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:35 (uptime: 0d, 00h 03m 42s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 439744
decoder.bytes                                 | Total                     | 437896825
decoder.ipv4                                  | Total                     | 438770
decoder.ipv6                                  | Total                     | 437
decoder.ethernet                              | Total                     | 439744
decoder.tcp                                   | Total                     | 219554
decoder.udp                                   | Total                     | 219296
decoder.icmpv4                                | Total                     | 257
decoder.icmpv6                                | Total                     | 100
decoder.avg_pkt_size                          | Total                     | 995
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 515
flow.udp                                      | Total                     | 2022
flow.icmpv6                                   | Total                     | 12
tcp.sessions                                  | Total                     | 504
tcp.syn                                       | Total                     | 611
tcp.synack                                    | Total                     | 473
tcp.rst                                       | Total                     | 341
tcp.stream_depth_reached                      | Total                     | 17
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 8
detect.alert                                  | Total                     | 217
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 300
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 143
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 16
app_layer.tx.dhcp                             | Total                     | 142
app_layer.flow.failed_tcp                     | Total                     | 5
app_layer.flow.dns_udp                        | Total                     | 1486
app_layer.tx.dns_udp                          | Total                     | 2680
app_layer.flow.failed_udp                     | Total                     | 507
flow_mgr.closed_pruned                        | Total                     | 357
flow_mgr.new_pruned                           | Total                     | 809
flow_mgr.est_pruned                           | Total                     | 807
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 3
flow_mgr.flows_notimeout                      | Total                     | 3
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65533
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 3939096
http.memuse                                   | Total                     | 74716
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7670120
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:43 (uptime: 0d, 00h 03m 50s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 570752
decoder.bytes                                 | Total                     | 558583682
decoder.ipv4                                  | Total                     | 569705
decoder.ipv6                                  | Total                     | 497
decoder.ethernet                              | Total                     | 570752
decoder.tcp                                   | Total                     | 232618
decoder.udp                                   | Total                     | 337198
decoder.icmpv4                                | Total                     | 272
decoder.icmpv6                                | Total                     | 114
decoder.avg_pkt_size                          | Total                     | 978
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 529
flow.udp                                      | Total                     | 2060
flow.icmpv6                                   | Total                     | 12
tcp.sessions                                  | Total                     | 518
tcp.syn                                       | Total                     | 688
tcp.synack                                    | Total                     | 476
tcp.rst                                       | Total                     | 357
tcp.stream_depth_reached                      | Total                     | 19
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 8
detect.alert                                  | Total                     | 217
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 302
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 143
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 146
app_layer.flow.failed_tcp                     | Total                     | 6
app_layer.flow.dns_udp                        | Total                     | 1495
app_layer.tx.dns_udp                          | Total                     | 2701
app_layer.flow.failed_udp                     | Total                     | 535
flow_mgr.closed_pruned                        | Total                     | 366
flow_mgr.new_pruned                           | Total                     | 878
flow_mgr.est_pruned                           | Total                     | 874
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 17
flow_mgr.flows_notimeout                      | Total                     | 16
flow_mgr.flows_timeout                        | Total                     | 1
flow_mgr.flows_timeout_inuse                  | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65519
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573560
tcp.reassembly_memuse                         | Total                     | 4166424
http.memuse                                   | Total                     | 74332
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7636336
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:27:52 (uptime: 0d, 00h 03m 59s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 765888
decoder.bytes                                 | Total                     | 737028937
decoder.ipv4                                  | Total                     | 764765
decoder.ipv6                                  | Total                     | 544
decoder.ethernet                              | Total                     | 765888
decoder.tcp                                   | Total                     | 250765
decoder.udp                                   | Total                     | 514132
decoder.icmpv4                                | Total                     | 281
decoder.icmpv6                                | Total                     | 131
decoder.avg_pkt_size                          | Total                     | 962
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 546
flow.udp                                      | Total                     | 2097
flow.icmpv6                                   | Total                     | 13
tcp.sessions                                  | Total                     | 535
tcp.syn                                       | Total                     | 740
tcp.synack                                    | Total                     | 484
tcp.rst                                       | Total                     | 388
tcp.stream_depth_reached                      | Total                     | 20
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 5314
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 306
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 144
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 150
app_layer.flow.failed_tcp                     | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1505
app_layer.tx.dns_udp                          | Total                     | 2723
app_layer.flow.failed_udp                     | Total                     | 562
flow_mgr.closed_pruned                        | Total                     | 376
flow_mgr.new_pruned                           | Total                     | 933
flow_mgr.est_pruned                           | Total                     | 885
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 23
flow_mgr.flows_notimeout                      | Total                     | 15
flow_mgr.flows_timeout                        | Total                     | 8
flow_mgr.flows_timeout_inuse                  | Total                     | 7
flow_mgr.flows_removed                        | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65513
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573600
tcp.reassembly_memuse                         | Total                     | 4127468
http.memuse                                   | Total                     | 73948
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7626168
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:28:00 (uptime: 0d, 00h 04m 07s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 893248
decoder.bytes                                 | Total                     | 854670461
decoder.ipv4                                  | Total                     | 892088
decoder.ipv6                                  | Total                     | 563
decoder.ethernet                              | Total                     | 893248
decoder.tcp                                   | Total                     | 261829
decoder.udp                                   | Total                     | 630405
decoder.icmpv4                                | Total                     | 283
decoder.icmpv6                                | Total                     | 134
decoder.avg_pkt_size                          | Total                     | 956
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 547
flow.udp                                      | Total                     | 2101
flow.icmpv6                                   | Total                     | 13
tcp.sessions                                  | Total                     | 536
tcp.syn                                       | Total                     | 746
tcp.synack                                    | Total                     | 484
tcp.rst                                       | Total                     | 396
tcp.stream_depth_reached                      | Total                     | 20
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 7895
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
